Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
cyanobacteria,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,BIOSYNTHETIC_SYSTEM;TAXON_GROUP,29,28,12597562;20559491;21076133;21964631;22628533;23423950;23648386;24275084;25285689;26316331;28737704;30104548;30961962;31358272;32058687;32290496;33765498;34023075;35287926;36965430;37164563;37394567;37624198;38448773;39195743;39265222;40108890;41604202,2002.0;2010.0;2011.0;2013.0;2014.0;2016.0;2017.0;2018.0;2019.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('cyanobacteria', 'secondary metabolites')",1
saxitoxin,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP;TOXIN,TAXON_GROUP;TOXIN,29,28,10414862;16650472;16879849;20359802;21049989;21493030;22628533;23648386;24275084;24956074;25346253;28202362;28245621;28433693;30079124;30373126;30552354;32485372;33670338;33980444;34520086;34697712;35031458;36430059;36871331;38692315;38705616;40449983,1999.0;2006.0;2010.0;2011.0;2013.0;2014.0;2017.0;2018.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0,"('saxitoxin', 'toxic cyanobacteria')",1
alexandrium minutum,toxin profile,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,28,28,P063;P093;P107;P134;P210;P217;P222,2000;2003;2007;2008;2015;2022,"('alexandrium minutum', 'toxin profile')",1
alexandrium tamarense,toxin composition,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,28,28,P042;P046;P087;P090;P092;P110;P189;P193,1996;2004;2006;2010;2012;2016,"('alexandrium tamarense', 'toxin composition')",1
dinoflagellate gymnodinium catenatum,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,28,28,P002;P038;P055;P057;P066;P079;P129;P137;P178;P185;P202;P204;P213;P222,2003;2004;2010;2015;2016;2022;2024;2025,"('dinoflagellate gymnodinium catenatum', 'gymnodinium catenatum')",1
alexandrium,toxic alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,27,27,P003;P054;P076;P115;P116;P130;P133;P142;P150;P159;P160;P169;P201;P232,2004;2011;2014;2015;2017;2021;2022;2023;2024,"('alexandrium', 'toxic alexandrium')",1
saxitoxin,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR;TOXIN,ENV_FACTOR;TOXIN,27,25,12539139;23892224;24333522;24334673;26888523;29027918;30170723;30380769;30831427;31341744;31358272;33401417;33980451;36399599;36629970;36689843;38393148;38754694;39195450;39265222;40209228;41224183,2003.0;2013.0;2014.0;2016.0;2017.0;2018.0;2019.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('saxitoxin', 'temperature')",1
alexandrium,cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,26,26,12565757;20714432;21625593;23335767;23724809;25421324;26239440;26417864;26842222;27817832;28040101;28073499;28604648;28678186;32593754;33298362;33875176;33875178;33875185;35031458;35323466;36326655;36689843;38270276;38705616;40449983,2003.0;2010.0;2011.0;2013.0;2014.0;2015.0;2016.0;2017.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0,"('alexandrium', 'cyanobacteria')",1
alexandrium,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,26,26,12565757;20714432;21625593;23335767;23724809;24718696;25421324;26239440;26417864;26842222;27817832;28040101;28073499;28604648;28678186;32593754;33298362;33875176;33875185;35031458;35323466;36326655;36689843;38270276;38705616;40449983,2003.0;2010.0;2011.0;2013.0;2014.0;2015.0;2016.0;2017.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0,"('alexandrium', 'dinoflagellates')",1
saxitoxin,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,26,26,10858510;15342114;22983012;23648386;24956074;26091875;26164741;27907126;28073499;28797629;29933577;30079124;30170723;30243795;31695119;32290496;32708114;33128150;33980451;34200983;35198665;35622541;36470600;36470609;39545400;41334952,2000.0;2004.0;2012.0;2013.0;2014.0;2015.0;2016.0;2017.0;2018.0;2019.0;2020.0;2021.0;2022.0;2025.0,"('saxitoxin', 'toxin production')",1
dinoflagellates,toxic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,26,26,P004;P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P086;P093;P116;P136;P141;P142;P159;P169;P200;P201;P211;P237,1994;2000;2005;2006;2012;2013;2015;2017;2019;2021;2022;2023;2024,"('dinoflagellates', 'toxic dinoflagellate')",1
alexandrium,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR;TAXON_GROUP,ENV_FACTOR;PHRASE_TAXON,26,21,P003;P042;P080;P093;P097;P101;P102;P105;P169;P189;P236;P237,2000;2006;2012;2015;2017;2019;2021;2023;2024;2026,"('alexandrium', 'salinity')",1
neosaxitoxin,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,25,25,10414862;11137533;12740803;16879849;1908861;19632259;20048055;21376073;21710505;24031789;24334673;25046082;25456236;25544652;27130970;27424100;27907126;28604648;29705145;30296060;31408752;35131565;37888642;40209228;6814018,1982.0;1991.0;1999.0;2001.0;2003.0;2006.0;2010.0;2011.0;2013.0;2014.0;2015.0;2016.0;2017.0;2018.0;2019.0;2022.0;2023.0;2025.0,"('neosaxitoxin', 'saxitoxin')",1
dinoflagellates,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,25,25,P003;P004;P005;P022;P077;P084;P115;P116;P135;P142;P146;P154;P156;P168;P169;P182;P236;P240,1999;2002;2007;2017;2019;2021;2022;2023;2024;2025,"('dinoflagellates', 'toxic dinoflagellates')",1
alexandrium,dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,24,24,P005;P016;P053;P069;P082;P114;P136;P140;P141;P157;P200;P215,2006;2014;2017;2019;2021;2022;2023;2025,"('alexandrium', 'dinoflagellate alexandrium catenella')",1
alexandrium catenella,dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,24,24,P005;P016;P053;P069;P082;P114;P136;P140;P141;P157;P200;P215,2006;2014;2017;2019;2021;2022;2023;2025,"('alexandrium catenella', 'dinoflagellate alexandrium catenella')",1
dcstx,gymnodinium catenatum,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,SPECIES;TOXIN,PHRASE_TAXON;TOXIN,24,24,P037;P048;P049;P057;P061;P178;P184;P195;P196;P204;P208;P238,2004;2010;2014;2015;2022,"('dcstx', 'gymnodinium catenatum')",1
alexandrium,stx biosynthesis genes,SEMANTIC_CO_OCCURS,GENE;PHRASE_GENE_MECHANISM;TAXON_GROUP,GENE;PHRASE_GENE_MECHANISM;PHRASE_TAXON;TAXON_GROUP,24,23,P013;P070;P082;P098;P115;P215,2014;2020;2021;2024;2025,"('alexandrium', 'stx biosynthesis genes')",1
nitrogen,toxin composition,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE;TOXIN,24,21,P038;P041;P087;P090;P092;P110;P185;P188,1990;2004;2010;2012;2016;2022,"('nitrogen', 'toxin composition')",1
saxitoxin,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN;TOXIN_PHENOTYPE,TOXIN;TOXIN_PHENOTYPE,23,23,14766924;16650472;16710515;19118969;19627483;20048055;22081581;24334673;24718696;26842222;27817832;31012060;31695119;31940734;32323358;33128150;35198665;36430059;36470600;39305001;39545400;40424915;41893572,2004.0;2006.0;2009.0;2010.0;2012.0;2014.0;2016.0;2019.0;2020.0;2021.0;2022.0;2024.0;2025.0;2026.0,"('saxitoxin', 'toxin-producing')",1
alexandrium,alexandrium ostenfeldii,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES;TAXON_GROUP,PHRASE_TAXON;TAXON_GROUP,23,23,P007;P051;P058;P059;P080;P150;P160;P198;P205;P206,2006;2012;2014;2015;2016;2017,"('alexandrium', 'alexandrium ostenfeldii')",1
alexandrium,producing dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,23,23,P004;P005;P009;P016;P076;P089;P107;P120;P121;P140;P215;P221;P226,2005;2007;2011;2013;2014;2017;2020;2021;2022;2023,"('alexandrium', 'producing dinoflagellate')",1
producing dinoflagellates,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,23,23,P007;P009;P013;P041;P043;P058;P070;P095;P098;P104;P118;P119;P121;P128;P136;P139;P143;P171;P180;P188;P190;P205;P216,1990;2010;2011;2013;2015;2016;2018;2019;2020;2021;2023;2024;2025,"('producing dinoflagellates', 'saxitoxin')",1
alexandrium,toxic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,22,22,P003;P004;P005;P077;P084;P115;P116;P135;P142;P146;P168;P169;P236,1999;2017;2021;2022;2023;2024;2025,"('alexandrium', 'toxic dinoflagellates')",1
dinoflagellate gymnodinium,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,22,22,P001;P002;P038;P055;P057;P066;P079;P129;P137;P178;P185;P202;P204;P213;P222,2003;2004;2010;2015;2016;2022;2024;2025;2026,"('dinoflagellate gymnodinium', 'dinoflagellates')",1
gymnodinium catenatum,toxin production,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,22,22,P001;P007;P023;P038;P081;P168;P185,2011;2016;2022;2023;2025;2026,"('gymnodinium catenatum', 'toxin production')",1
temperature,toxin content,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;TOXIN,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE;TOXIN,22,15,P042;P078;P079;P086;P087;P106;P189,1994;1999;2006;2010;2014;2024,"('temperature', 'toxin content')",1
biosynthesis,sxta,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM;GENE,BIOLOGICAL_MECHANISM;GENE,21,21,19484122;20935128;22081581;23335767;24334673;25421324;26347118;27569199;28073499;29027918;29390180;29705145;33084210;35031458;36689843;38705616;39870345;40209228;40449983;40935530;41702991,2009.0;2010.0;2012.0;2013.0;2014.0;2016.0;2017.0;2018.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('biosynthesis', 'sxta')",1
biosynthesis genes,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_GENE_MECHANISM,21,21,P001;P002;P007;P010;P013;P070;P077;P082;P097;P098;P115;P147;P175;P215,2014;2016;2020;2021;2022;2024;2025;2026,"('biosynthesis genes', 'dinoflagellates')",1
dinoflagellates,genus alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,21,21,P007;P012;P058;P102;P105;P119;P120;P133;P134;P150;P159;P205;P215;P230;P232;P237,2004;2012;2013;2014;2015;2016;2017;2019;2021;2022,"('dinoflagellates', 'genus alexandrium')",1
nitrogen,toxin profile,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_TOXIN_PHENOTYPE;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,21,21,P038;P041;P087;P090;P093;P107;P110;P185;P188,1990;2000;2007;2010;2012;2016;2022,"('nitrogen', 'toxin profile')",1
alexandrium,dinoflagellate alexandrium minutum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,20,20,P070;P073;P085;P088;P089;P093;P098;P107;P134;P214,2000;2007;2014;2021;2022;2023;2025,"('alexandrium', 'dinoflagellate alexandrium minutum')",1
alexandrium catenella,toxin profile,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;SPECIES;TOXIN,20,20,P042;P053;P082;P087;P189;P200,2006;2010;2021,"('alexandrium catenella', 'toxin profile')",1
alexandrium minutum,dinoflagellate alexandrium minutum,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,20,20,P070;P073;P085;P088;P089;P093;P098;P107;P134;P214,2000;2007;2014;2021;2022;2023;2025,"('alexandrium minutum', 'dinoflagellate alexandrium minutum')",1
biosynthesis genes,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TOXIN_PHENOTYPE,PHRASE_GENE_MECHANISM,20,20,P001;P002;P010;P013;P070;P082;P097;P098;P115;P215,2014;2020;2021;2024;2025;2026,"('biosynthesis genes', 'saxitoxin biosynthesis')",1
dinoflagellate gymnodinium catenatum,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,20,20,P002;P038;P055;P057;P066;P079;P129;P137;P178;P185;P202;P204;P213;P222,2003;2004;2010;2015;2016;2022;2024;2025,"('dinoflagellate gymnodinium catenatum', 'dinoflagellates')",1
genus alexandrium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,20,20,P007;P012;P042;P058;P102;P105;P133;P134;P159;P189;P205;P230;P232,2004;2006;2014;2015;2016;2017;2019;2021;2022,"('genus alexandrium', 'paralytic shellfish toxins')",1
gymnodinium catenatum,toxin composition,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,20,20,P038;P055;P185;P202;P222,2003;2015;2022,"('gymnodinium catenatum', 'toxin composition')",1
producing dinoflagellates,toxin production,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,20,20,P007;P013;P041;P043;P070;P095;P098;P118;P139;P188;P190;P216,1990;2013;2016;2020;2021;2023;2025,"('producing dinoflagellates', 'toxin production')",1
alexandrium catenella,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;SPECIES,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TAXON,20,18,P005;P042;P082;P084;P087;P105;P157;P169;P189;P236,2006;2010;2017;2019;2021;2022;2023;2024,"('alexandrium catenella', 'temperature')",1
dinoflagellates,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR;TAXON_GROUP,ENV_FACTOR;PHRASE_TAXON,20,17,P003;P040;P079;P080;P086;P093;P097;P101;P102;P105;P169;P187;P236;P237,1994;2000;2012;2015;2017;2019;2021;2022;2023;2024;2026,"('dinoflagellates', 'salinity')",1
nutrient limitation,toxin composition,ENV_FACTOR_ASSOCIATED_WITH_TOXIN;SEMANTIC_CO_OCCURS,ENV_FACTOR;PHRASE_ENVIRONMENT;TOXIN,ENV_FACTOR;PHRASE_ENVIRONMENT;PHRASE_TOXIN_PHENOTYPE,20,16,P038;P041;P185;P188,1990;2022,"('nutrient limitation', 'toxin composition')",1
gymnodinium catenatum,pyrodinium bahamense,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON;SPECIES,20,15,P007;P119;P128;P168;P234,2007;2015;2016;2018;2025,"('gymnodinium catenatum', 'pyrodinium bahamense')",1
paralytic shellfish poisoning,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,19,19,10858510;15719643;15892061;16646002;19041661;19331657;20101494;20714432;21376073;23457475;23535394;24334673;28374313;30650549;32456077;33875178;33875185;40710502;9251196,1997.0;2000.0;2005.0;2006.0;2009.0;2010.0;2011.0;2013.0;2014.0;2017.0;2019.0;2020.0;2021.0;2025.0,"('paralytic shellfish poisoning', 'paralytic shellfish toxins')",1
alexandrium minutum,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TAXON;SPECIES,BIOLOGICAL_MECHANISM;PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,19,19,P070;P089;P098;P099;P120,2013;2016;2021;2025,"('alexandrium minutum', 'saxitoxin biosynthesis')",1
alexandrium spp,dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,19,19,P002;P004;P007;P011;P045;P082;P115;P128;P159;P160;P168;P192;P216;P230;P237,2012;2014;2015;2016;2018;2020;2021;2022;2024;2025,"('alexandrium spp', 'dinoflagellates')",1
alexandrium spp,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON,19,19,P007;P039;P045;P128;P159;P160;P168;P186;P192;P216;P230,2014;2015;2016;2018;2021;2025,"('alexandrium spp', 'paralytic shellfish toxins')",1
dinoflagellate gymnodinium,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,19,19,P001;P038;P055;P057;P079;P129;P185;P202;P204;P222,2003;2004;2015;2022;2024;2026,"('dinoflagellate gymnodinium', 'paralytic shellfish toxins')",1
dinoflagellates,genes involved,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM;TAXON_GROUP,PHRASE_GENE_MECHANISM;PHRASE_TAXON,19,19,P002;P023;P070;P098;P118;P120;P122;P169;P175;P183;P214;P219,2009;2011;2013;2014;2016;2019;2024;2025,"('dinoflagellates', 'genes involved')",1
dinoflagellates,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('dinoflagellates', 'toxic dinoflagellate alexandrium')",1
pyrodinium bahamense,toxin production,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_TOXIN,PHRASE_TAXON;SPECIES;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,19,19,P006;P007;P086;P168;P220,1994;2016;2021;2025,"('pyrodinium bahamense', 'toxin production')",1
toxic dinoflagellate,toxic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,19,19,P005;P033;P053;P054;P064;P073;P074;P077;P082;P085;P093;P116;P136;P141;P142;P169;P200;P201;P211,2000;2005;2006;2013;2017;2019;2021;2022;2023;2024,"('toxic dinoflagellate', 'toxic dinoflagellate alexandrium')",1
alexandrium,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP;TOXIN,TAXON_GROUP;TOXIN,18,18,12565757;20714432;21625593;23335767;24718696;26842222;27817832;28040101;28073499;28604648;32593754;33298362;35031458;35323466;36689843;38270276;38705616;40449983,2003.0;2010.0;2011.0;2013.0;2014.0;2016.0;2017.0;2020.0;2022.0;2023.0;2024.0;2025.0,"('alexandrium', 'saxitoxin')",1
saxitoxin,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM;TOXIN,BIOSYNTHETIC_SYSTEM;TOXIN,18,18,20559491;21076133;21964631;22628533;23423950;23648386;24275084;30961962;31358272;32290496;34023075;35287926;36965430;37624198;38448773;39265222;40108890;41604202,2010.0;2011.0;2013.0;2014.0;2019.0;2020.0;2021.0;2022.0;2023.0;2024.0;2025.0;2026.0,"('saxitoxin', 'secondary metabolites')",1
alexandrium,biosynthesis gene,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_GENE_MECHANISM,18,18,P003;P005;P009;P074;P077;P097;P142;P169;P214,2014;2020;2021;2022;2023;2024,"('alexandrium', 'biosynthesis gene')",1
alexandrium,dinoflagellate alexandrium tamarense,SEMANTIC_CO_OCCURS,PHRASE_TAXON;TAXON_GROUP,PHRASE_TAXON,18,18,P033;P064;P076;P092;P108;P109;P138;P211;P221,2004;2005;2006;2011;2013;2016,"('alexandrium', 'dinoflagellate alexandrium tamarense')",1
alexandrium fundyense,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TOXIN_PHENOTYPE;SPECIES,BIOLOGICAL_MECHANISM;PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;SPECIES,18,18,P004;P078;P120;P151;P215,1999;2013;2014;2015;2022,"('alexandrium fundyense', 'saxitoxin biosynthesis')",1
alexandrium ostenfeldii,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;SPECIES,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,18,18,P007;P051;P058;P059;P080;P160;P198;P205;P206,2006;2012;2014;2015;2016,"('alexandrium ostenfeldii', 'paralytic shellfish toxins')",1
alexandrium tamarense,dinoflagellate alexandrium tamarense,SEMANTIC_CO_OCCURS,PHRASE_TAXON;SPECIES,PHRASE_TAXON,18,18,P033;P064;P076;P092;P108;P109;P138;P211;P221,2004;2005;2006;2011;2013;2016,"('alexandrium tamarense', 'dinoflagellate alexandrium tamarense')",1
dinoflagellates,toxic alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TAXON_GROUP,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,18,18,P003;P054;P076;P115;P116;P133;P142;P150;P159;P160;P169;P201;P232,2004;2011;2014;2015;2017;2022;2023;2024,"('dinoflagellates', 'toxic alexandrium')",1
gonyautoxins,toxin production,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE;TOXIN,18,18,P041;P043;P078;P080;P086;P093;P188;P190;P214;P241,1990;1994;1999;2000;2009;2014;2015;2020,"('gonyautoxins', 'toxin production')",1
paralytic shellfish toxin profiles,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,18,18,P042;P056;P062;P065;P068;P189;P203;P209;P212,2004;2005;2006;2025,"('paralytic shellfish toxin profiles', 'paralytic shellfish toxins')",1
paralytic shellfish toxin profiles,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,18,18,P042;P056;P062;P065;P068;P189;P203;P209;P212,2004;2005;2006;2025,"('paralytic shellfish toxin profiles', 'toxin profile')",1
paralytic shellfish toxins,producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,18,18,P007;P043;P058;P095;P128;P139;P180;P190;P205;P216,2010;2015;2016;2018;2020;2021;2023,"('paralytic shellfish toxins', 'producing dinoflagellates')",1
paralytic shellfish toxins,shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,18,18,P042;P056;P062;P065;P068;P189;P203;P209;P212,2004;2005;2006;2025,"('paralytic shellfish toxins', 'shellfish toxin profiles')",1
producing dinoflagellates,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM;PHRASE_TAXON,PHRASE_TAXON;PHRASE_TOXIN_PHENOTYPE,18,18,P009;P013;P070;P095;P098;P119;P128;P139;P171,2015;2018;2020;2023;2025,"('producing dinoflagellates', 'saxitoxin biosynthesis')",1
pyrodinium bahamense,sxta,SEMANTIC_CO_OCCURS;SPECIES_ASSOCIATED_WITH_GENE,GENE;PHRASE_TAXON;SPECIES,GENE;PHRASE_GENE_MECHANISM;PHRASE_TAXON;SPECIES,18,18,P004;P006;P007;P119;P128;P131;P220,2015;2016;2018;2021;2022;2024,"('pyrodinium bahamense', 'sxta')",1
saxitoxin,toxic dinoflagellate,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,18,18,P004;P005;P053;P054;P073;P074;P077;P082;P085;P086;P116;P136;P142;P159;P169;P200;P201;P237,1994;2006;2012;2015;2017;2019;2021;2022;2023;2024,"('saxitoxin', 'toxic dinoflagellate')",1
shellfish toxin profiles,toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE;TOXIN,PHRASE_TOXIN_PHENOTYPE,18,18,P042;P056;P062;P065;P068;P189;P203;P209;P212,2004;2005;2006;2025,"('shellfish toxin profiles', 'toxin profile')",1
