Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Validated_in_Post2015,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,GB_ML_Score_OOF,RF_ML_Score_OOF,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
toxin content,sxtB,TOXIN,GENE,GENE_TOXIN_HYPOTHESIS,7,7.0,1.6259,4170,139,30,302.0,30.0,2.0,43.6017,Alexandrium tamarense; genes involved; saxitoxin; sxtA; sxtG; sxta and sxtg; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,64.1017,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.32601759899961824,0.16785258964143426,0.2627515952563446,0.3397540678653637,0.28228920476063357,0.31389487946823513
toxin content and composition,sxtA4,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,11.0,1.7674,2145,39,55,89.0,66.0,2.0,35.7598,Alexandrium catenella; Alexandrium tamarense; paralytic shellfish toxin; paralytic shellfish toxins; pst content; saxitoxin; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,51.7598,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.26227924602277336,0.47,0.345367547613664,0.26569419541595557,0.3721815401588058,0.3136135005502382
sxtG,high salinity,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,2,2.0,0.46,1440,80,18,101.0,18.0,3.0,16.1199,Alexandrium minutum; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;REGULATES,20.5,36.6199,Environmental driver,1,0.0,0.0,0.0,0.0,0.4211022643295663,0.4857345688237932,0.4469551861272571,0.17484440219961161,0.4827164890761275,0.31338684129404376
sxtA4,expression level,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,11,11.0,2.5032,1485,55,27,66.0,27.0,2.0,41.9314,Alexandrium minutum; biosynthesis; gene cluster; gene expression; genes involved; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; toxin content,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN;REGULATES,14.5,56.4314,Gene regulation,0,0.0,0.0,0.0,0.0,0.2812575175109098,0.3606633479273726,0.31301984967749497,0.29372700236907096,0.33698482536865965,0.3131930227188859
Alexandrium tamarense,toxin synthesis,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,25,31.0,6.2691,1932,69,28,161.0,34.0,0.0,87.6981,Evolution; Homologs; Saxitoxin; Toxin content; biosynthesis; candidate genes; genes involved; homologs; nitrate; nutrient levels; phosphate; produce saxitoxin; saxitoxin; saxitoxin derivatives; saxitoxin production; saxitoxin synthesis; stx genes; sxtA; sxtB; sxtG; sxta and sxtg; synthesis genes; temperature; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,12.5,100.1981,Other,0,0.0,0.0,0.0,0.0,0.017796312658431106,0.018,0.01787778759505866,0.5563572472690875,0.015848186767991188,0.3131281700435942
each toxin,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,10.0,1.6612,1280,16,80,36.0,101.0,2.0,30.7224,Saxitoxin; nitrogen; nitrogen limitation; production of toxins; saxitoxin; saxitoxin analogues; toxin content,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,53.2224,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.43132473234450713,0.188,0.33399483940670427,0.2744707994594581,0.3598071830116053,0.3128721720579244
temperature,PST biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,ENV_MECHANISM_HYPOTHESIS,10,10.0,2.3207,2565,95,27,178.0,27.0,2.5,44.9664,Alexandrium minutum; biosynthesis; cellular toxin; cellular toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin analogues; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,15.0,59.9664,Environmental driver,0,0.0,0.0,0.0,0.0,0.39311006729627873,0.13074979195932832,0.28816595716149856,0.3149394290706857,0.3099419313724116,0.3126905551064624
toxin profiles,high temperature,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,10,10.0,2.6606,2125,85,25,276.0,25.0,1.0,41.9463,Toxin composition; Toxin content; dcSTX; gonyautoxin; salinity; saxitoxin; temperature; toxic dinoflagellate; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,17.5,59.4463,Environmental driver,0,0.0,0.0,0.0,0.0,0.28658042920480653,0.2992415475932546,0.2916448765601858,0.31181847203320057,0.31372725588283334,0.31267742476553534
growth and toxin production,sxtA1,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,9,11.0,2.1765,3082,46,67,73.0,81.0,3.5,46.763,Alexandrium minutum; Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxic dinoflagellate; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,67.263,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.23759892072096733,0.23985782901056676,0.2385024840368071,0.3587240380299506,0.2559043580493541,0.3124551820386822
sxtA1,high temperature,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,7,7.0,1.7058,1675,67,25,81.0,25.0,3.0,32.2867,Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxic dinoflagellate; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,54.7867,Environmental driver,0,0.0,0.0,0.0,0.0,0.29919342325829446,0.35723230658210275,0.32240897658781775,0.2838576733178276,0.3472008977037983,0.31236212429151444
involved in stx biosynthesis,expression level,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,8,8.0,1.7558,1215,45,27,51.0,27.0,1.5,31.0866,biosynthesis; gene cluster; genes involved; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,50.0866,Other,0,0.0,0.0,0.0,0.0,0.26045245427619396,0.49424897926880196,0.35397106427323716,0.25565384680007386,0.38154280978166444,0.31230388014178967
involved in stx biosynthesis,PST biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,8,8.0,1.7558,1215,45,27,51.0,27.0,1.5,31.0866,biosynthesis; gene cluster; genes involved; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,50.0866,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.26045245427619396,0.49424897926880196,0.35397106427323716,0.25565384680007386,0.38154280978166444,0.31230388014178967
psp toxin,biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,8,21.0,1.8641,2625,21,125,56.0,193.0,1.5,44.8531,Phylogenetic analysis; evolution; nitrogen; phosphate; phylogeny; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,67.3531,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.2146124681210542,0.2719263070539419,0.23753800369420927,0.3592646998816664,0.25485493129861264,0.31228030401929224
toxin analogues,STX biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,7,10.0,1.5913,1350,25,54,42.0,68.0,1.5,30.4326,biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; phylogeny; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,50.9326,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.34156059604672184,0.3578578290105668,0.34807948923225984,0.26073042756091297,0.3751323354786334,0.31221128612388716
sxt gene,Homologs,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,8,8.0,1.9386,1200,40,30,41.0,30.0,2.0,31.8771,Alexandrium tamarense; STX-producing; Saxitoxin; genes involved; involved in stx; saxitoxin; sxtA; toxic species,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,14.5,46.3771,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.3152231602834177,0.474,0.3787338961700506,0.2333943003079552,0.40848662301339195,0.31218584552540174
STX biosynthesis,environmental conditions,BIOLOGICAL_MECHANISM,ENV_FACTOR,ENV_MECHANISM_HYPOTHESIS,4,6.0,0.8566,1512,54,28,68.0,39.0,1.5,21.7732,biosynthesis; evolution; gene cluster; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,42.2732,Environmental driver,1,0.0,0.0,0.0,0.0,0.2459018344441979,0.646,0.4059411006665188,0.20876808306870306,0.43809009645960095,0.3119629890946071
sxtA4,Nitrogen,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,2,3.0,0.4388,935,55,17,66.0,18.0,3.0,14.0527,Alexandrium tamarense; toxin content,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,32.0527,Environmental driver,1,0.0,0.0,0.0,0.0,0.4328694402334035,0.5374771143722273,0.47471250988893304,0.14743806691485506,0.512918533428875,0.311904276846164
nitrate,Paralytic shellfish toxins,ENV_FACTOR,TOXIN,ENV_TOXIN_HYPOTHESIS,1,2.0,0.2222,62,62,1,98.0,2.0,1.0,4.7545,toxin profile,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,19.7545,Environmental driver,1,0.0,0.0,0.0,0.0,0.6607492003074602,0.4019944859832732,0.5572473145777854,0.07364042446455875,0.6027225740943415,0.311727391797961
saxitoxin biosynthesis,expression level,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,11,11.0,2.4821,2160,80,27,112.0,27.0,1.5,44.7642,Alexandrium minutum; biosynthesis; biosynthesis gene; gene expression; genes involved; saxitoxin; sxtA; sxtA1; sxtG; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,65.2642,Other,0,0.0,0.0,0.0,0.0,0.3250822387760219,0.13833651229549185,0.2503839481838099,0.34672986589665855,0.2688322797115572,0.31167595211336296
sxtA,toxin content and composition,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,16.0,1.7674,4602,118,39,191.0,89.0,2.0,50.5448,Alexandrium catenella; Alexandrium tamarense; paralytic shellfish toxin; paralytic shellfish toxins; pst content; saxitoxin; toxin content,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,71.04480000000001,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.2534008072913273,0.148,0.21124048437479637,0.38141743415446727,0.22624126336464806,0.31158815729904865
biosynthesis gene,divergence,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,8,8.0,1.9537,697,41,17,43.0,17.0,3.0,30.3923,biosynthesis; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; toxin analogues,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,21.0,51.3923,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.4144015973870366,0.2355109313054691,0.3428453309544096,0.26348894313509463,0.36943717978515855,0.3111656496276234
Phylogenetic analysis,gene loss,EVOLUTIONARY_PROCESS,GENE_PRESENCE_ABSENCE,EVOLUTION_GENE_PRESENCE_HYPOTHESIS,6,6.0,1.4893,442,26,17,40.0,17.0,3.0,23.1886,biosynthesis; gene transfer; horizontal gene; horizontal gene transfer; saxitoxin; toxin analogues,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,43.6886,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.31341318365478477,0.5167142122623553,0.3947335950978129,0.21726145471041886,0.42589549213909855,0.3111467715533247
sxtA,differences in toxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,9,13.0,2.1259,2006,118,17,191.0,29.0,2.0,40.7819,biosynthesis; nitrogen; nitrogen limitation; production of toxins; saxitoxin; saxitoxin biosynthesis; saxitoxin-producing dinoflagellates; toxin content; toxin production,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,63.2819,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.24284987642590147,0.2894184570157155,0.26147730866182706,0.3348347050902623,0.2809026856359452,0.31056529633581964
stx biosynthesis genes,conserved,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.6204,289,17,17,17.0,17.0,1.5,11.6859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,17.0,28.6859,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.20957325253037182,0.9217023655790121,0.49442489774982795,0.12723495567892967,0.5343670858031966,0.3104444142348498
STX biosynthesis genes,genes have,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,3,3.0,0.6204,289,17,17,17.0,17.0,1.5,11.6859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,17.0,28.6859,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.20957325253037182,0.9217023655790121,0.49442489774982795,0.12723495567892967,0.5343670858031966,0.3104444142348498
biosynthesis genes,Phylogeny,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.4977,119,17,7,17.0,7.0,3.0,9.5903,saxitoxin; saxitoxin producing,ABSENT_IN;ASSOCIATED_WITH,15.0,24.5903,Evolutionary mechanism,1,0.0,0.0,0.0,0.0,0.26760618042256745,0.9012285852045405,0.5210551423353567,0.1026585441374493,0.5633427837127738,0.30996645194634537
STX biosynthesis,Salinity,BIOLOGICAL_MECHANISM,ENV_FACTOR,ENV_MECHANISM_HYPOTHESIS,1,1.0,0.1787,864,54,16,68.0,16.0,2.5,9.6775,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,18.0,27.6775,Environmental driver,1,0.0,0.0,0.0,0.0,0.39106446590142646,0.662,0.4994386795408559,0.12118386343397684,0.5398224553960208,0.30957122981689666
growth and toxin production,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,6,6.0,1.3613,1932,46,42,73.0,42.0,3.0,30.3827,Alexandrium minutum; cellular toxin; cellular toxin content; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,16.0,46.3827,Other,0,0.0,0.0,0.0,0.0,0.38351666217581837,0.358,0.37330999730549097,0.233427904152235,0.40258501536999153,0.30954860420022545
STX biosynthesis genes,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.6204,289,17,17,17.0,17.0,3.0,13.1859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,17.0,30.1859,Gene presence/absence,0,0.0,0.0,0.0,0.0,0.44854513051488715,0.5307557980467627,0.48142939752763736,0.13623598539672938,0.5202270095672215,0.3090319462734508
Alexandrium fundyense,saxitoxin analogues,SPECIES,PHRASE_TOXIN_PHENOTYPE,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,13,21.0,2.9049,2496,52,48,87.0,83.0,0.0,54.7898,biosynthesis; gene cluster; gene expression; genes involved; nitrogen; nitrogen limitation; saxitoxin; sxtA; sxtG; temperature; toxin content; toxin production; toxin profiles,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,12.5,67.2898,Other,0,0.0,0.0,0.0,0.0,0.11842826795562152,0.4,0.23105696077337295,0.3588848564275753,0.2478030718532358,0.3088980533691225
sxtG,production of saxitoxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,11,11.0,2.7918,1040,80,13,101.0,13.0,2.0,40.2835,Evolution; biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; homologs; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,59.2835,Gene-toxin biology,1,0.0,0.0,0.0,0.0,0.33149699012126455,0.21351982009300322,0.28430612210996,0.31084156027449533,0.3057421421412246,0.30854682211452356
sxtA4,Temperature,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,2,3.0,0.3814,1870,55,34,66.0,41.0,3.0,18.6128,saxitoxin; toxin content,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN,18.0,36.6128,Environmental driver,1,0.0,0.0,0.0,0.0,0.464917057093363,0.3952659054117335,0.4370565964207112,0.17480179732561402,0.47194608311359326,0.3085167259302047
biosynthesis,toxins in shellfish,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,125,125,1,193.0,1.0,1.5,4.9825,saxitoxin,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,17.5,22.4825,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.4148825214702579,0.7070461339290742,0.5317479664537844,0.09001029717799716,0.5749773761199412,0.308245482701872
phylogenetic analysis,synthesis genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,2,2.0,0.4149,450,15,30,15.0,30.0,1.5,9.5798,Alexandrium tamarense; saxitoxin,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,26.0798,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.2820970285438028,0.8435923581585489,0.5066951603897013,0.11159656664722442,0.5477180493057003,0.3078512338435386
Evolution,STX biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_HYPOTHESIS,4,4.0,0.8487,697,41,17,43.0,17.0,3.0,18.1823,biosynthesis; evolution; saxitoxin; saxitoxin biosynthesis,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,37.1823,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.32437688589468167,0.5930787176980168,0.4318576186160157,0.17821918827513863,0.46628920640622284,0.30785069643412655
toxin composition,gene expression,PHRASE_TOXIN_PHENOTYPE,REGULATION_EXPRESSION,REGULATION_TOXIN_PHENOTYPE_HYPOTHESIS,10,10.0,2.2693,1974,47,42,119.0,42.0,1.5,40.9087,biosynthesis; cellular toxin content; evolution; nitrogen; nitrogen limitation; saxitoxin; saxitoxin analogues; saxitoxin biosynthesis; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,61.4087,Other,0,0.0,0.0,0.0,0.0,0.19488191001455593,0.3787346355106701,0.2684230002130016,0.32359421917867404,0.2884601175443739,0.307783873443239
STX biosynthesis,toxin detection,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,1,1.0,0.1787,270,54,5,68.0,5.0,1.5,5.7075,saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.0,21.7075,Mechanistic biology,0,0.0,0.0,0.0,0.0,0.3195408063713731,0.86,0.5357244838228239,0.08535976515713396,0.5793041244397853,0.307634726834327
sxtA1,Temperature,GENE,ENV_FACTOR,ENV_GENE_HYPOTHESIS,7,8.0,1.7058,2278,67,34,81.0,41.0,3.0,35.8017,Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxic dinoflagellate; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,58.3017,Environmental driver,0,0.0,0.0,0.0,0.0,0.34256774122563377,0.208,0.28874064473538025,0.3049500862898715,0.31056723443636586,0.30747780295579397
sxtA4,saxitoxin biosynthetic,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,8.0,1.5137,1210,55,22,66.0,23.0,2.0,29.0774,Saxitoxin; biosynthesis; gene cluster; genes involved; paralytic shellfish toxins; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,48.0774,Gene-toxin biology,1,0.0,0.0,0.0,0.0,0.4592077663673087,0.20516884031909538,0.3575921959480234,0.2435972675274051,0.3854828718852031,0.30744578948841417
sxtA4,toxic strain,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,4,4.0,0.8166,605,55,11,66.0,11.0,2.0,16.6582,biosynthesis; genes involved; saxitoxin; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,35.6582,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.20204051636147707,0.80004084559744,0.4412406480558623,0.1690735420132063,0.47649864423742505,0.30741483801410474
phosphate,Toxin production,ENV_FACTOR,TOXIN,ENV_TOXIN_HYPOTHESIS,13,14.0,3.4899,1325,53,25,78.0,26.0,1.5,48.1048,cellular toxin; cellular toxin content; growth and toxin; growth and toxin production; light; psp toxin; psp toxin production; salinity; temperature; toxic dinoflagellate; toxin composition; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,13.0,61.1048,Environmental driver,1,0.0,0.0,0.0,0.0,0.29341829152062254,0.23400100878632712,0.26965137842690434,0.3217706105578478,0.2897966849172509,0.3073823440195792
stx biosynthesis,environmental conditions,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,4,6.0,0.8566,1512,54,28,68.0,39.0,1.5,21.7732,biosynthesis; evolution; gene cluster; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,42.2732,Environmental driver,1,0.0,0.0,0.0,0.0,0.21702962599205772,0.6652406199893105,0.39631402359095885,0.20876808306870306,0.4276151165472788,0.3072492481340622
toxin analogues,sxtA4,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,10.0,1.564,1375,25,55,42.0,66.0,2.0,31.003,biosynthesis; biosynthesis of saxitoxin; evolution; gene cluster; saxitoxin; saxitoxin biosynthesis; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,51.503,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.3200549721564342,0.354,0.3336329832938605,0.2641532191282682,0.35941345649592044,0.30702032594371176
synthesis genes,divergence,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,3,3.0,0.7319,510,30,17,30.0,17.0,1.5,13.0139,saxitoxin; saxitoxin synthesis; secondary metabolites,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,29.5139,Evolutionary mechanism,0,0.0,0.0,0.0,0.0,0.20603936359561703,0.894858162049207,0.481566882977053,0.13220352408315508,0.5203766040193655,0.3068814100544498
sxtA,fed with the toxic,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,1,2.0,0.1787,236,118,2,191.0,4.0,2.0,6.5375,saxitoxin,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,24.5375,Gene-toxin biology,0,0.0,0.0,0.0,0.0,0.30833763042370754,0.8252161569253039,0.5150890410243462,0.10234170789138276,0.5568512192537783,0.3068709880044608
biosynthesis,toxic and non-toxic,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,2,2.0,0.3903,625,125,5,193.0,5.0,1.5,10.4055,saxitoxin; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,17.5,27.9055,Mechanistic biology,1,0.0,0.0,0.0,0.0,0.38148411969962825,0.6572343329673496,0.49178420500671677,0.1225520199510824,0.5314938145889329,0.30657582753811513
paralytic shellfish toxins,Alexandrium catenella,PHRASE_TOXIN_PHENOTYPE,SPECIES,SPECIES_TOXIN_PHENOTYPE_HYPOTHESIS,23,37.0,5.9236,2516,68,37,113.0,68.0,0.0,88.9273,STX biosynthesis; biosynthesis; distinct toxin profiles; gene expression; genes involved; nitrate; nutrient levels; other saxitoxin; other saxitoxin derivatives; paralytic shellfish toxin profiles; salinity; saxitoxin derivatives; saxitoxin producing; shellfish toxin profiles; stx biosynthesis; sxtA; sxtA4; temperature; toxin content; toxin content and composition; toxin contents; toxin profiles; toxin profiles and toxin,ABSENT_IN;ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,8.0,96.9273,Other,0,0.0,0.0,0.0,0.0,0.03597858575802074,0.012,0.026387151454812442,0.5367302019351013,0.025107011102518187,0.30649976606043894
