Source,Target,Score,Common_Neighbors,Weighted_Common_Neighbors,Adamic_Adar,Preferential_Attachment,Bio_Bonus,Bridge_Nodes,Match
gonyautoxins,psp toxin production,79.31646353384997,10,54.0,2.294679881621511,957,11,alexandrium;alexandrium minutum;dinoflagellates;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;saxitoxin;toxicity of alexandrium;toxin production,0
dominant toxins,paralytic toxin,79.30065578647202,12,48.0,2.621876360190987,962,10,alexandrium;dinoflagellates;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0
toxic dinoflagellate,profiles and toxin,79.29651755884107,13,34.0,2.9149521758593386,1215,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
toxic dinoflagellate,toxin profiles and toxin,79.29651755884107,13,34.0,2.9149521758593386,1215,12,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
gene transfer,secondary metabolites,79.27896881032589,8,22.0,1.7819115939530836,352,22,biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin synthesis;sxta,0
salinity,fed with the toxic,79.27586601189205,12,48.0,2.609341554339368,987,10,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin composition;toxin profile,0
paralytic shellfish poisoning,cellular toxin content,79.26806024499318,12,38.0,2.7838194235575497,2522,12,alexandrium;cellular toxin;dinoflagellates;gonyautoxins;growth and toxin;nitrogen;phosphorus;saxitoxin;temperature;toxin composition;toxin content;toxin production,0
toxic dinoflagellate,gene copy,79.22590410419173,12,47.0,2.822602522056749,675,10,alexandrium;alexandrium minutum;alexandrium spp;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxt gene;sxta;toxic alexandrium;toxin content,0
dominant toxins,saxitoxin analogues,79.21984202816135,12,44.0,2.6227493238469752,814,11,alexandrium;dinoflagellates;each toxin;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0
biosynthesis,gymnodinium catenatum graham,79.1952381961793,9,43.0,1.9646791761154683,2002,15,dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin analogues;toxin composition,0
gonyautoxins,involved in stx,79.18723680701717,10,34.0,2.0959917600681908,2436,16,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;toxin production,0
dinoflagellate species,toxin analogues,79.17100877132384,10,35.0,2.1772493530803074,532,16,alexandrium;biosynthesis;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins,0
horizontal gene transfer,non-stx producing,79.15292710756529,7,16.0,1.4846152522688023,220,25,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
horizontal gene transfer,stx producing,79.15292710756529,7,16.0,1.4846152522688023,220,25,alexandrium;biosynthesis;dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta;sxtg,0
alexandrium pacificum,pst biosynthesis,79.1520428542749,7,52.0,1.4466780337270726,276,16,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish toxins;saxitoxin;sxta,0
sxta and sxtg,strain of alexandrium,79.14890889303584,8,30.0,1.7826164941986602,270,20,alexandrium;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;sxta;toxin production,0
cyanobacteria,toxin-producing dinoflagellates,79.13746346619564,9,43.0,2.0137908122796717,1328,15,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin,0
alexandrium ostenfeldii,nitrogen limitation,79.121968853543,9,60.0,1.9116189701213981,874,11,alexandrium;dinoflagellates;gonyautoxins;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin content;toxin production;toxin profile,0
toxin composition,involved in stx,79.11305963062708,10,34.0,2.0959917600681908,2100,16,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;toxin production,0
biosynthesis genes,biosynthetic pathway,79.09509147754562,7,28.0,1.48449653772554,196,22,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
gonyautoxins,stx biosynthesis genes,79.07263253019508,5,69.0,1.0189206336045045,1131,14,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;saxitoxin,0
freshwater cyanobacteria,stx-producing dinoflagellates,79.04093362207422,10,31.0,2.2405854291357836,280,17,alexandrium;cyanobacteria;dinoflagellates;evolution;homologs;producing dinoflagellates;saxitoxin;sxt genes;sxta;toxin production,0
saxitoxin analogues,sulfocarbamoyl toxin,79.03175471333074,12,44.0,2.5600535522367687,814,11,alexandrium;dinoflagellates;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0
environmental conditions,phylogenetic analysis,79.02756623265111,9,41.0,1.8202890703842636,460,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
cyanobacteria,involved in stx biosynthesis,79.01308329675993,9,31.0,2.0505894664440674,830,18,alexandrium;biosynthesis;dinoflagellates;involved in stx;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;sxtg,0
freshwater cyanobacteria,origin of saxitoxin,78.99361034070574,8,22.0,1.7371167123481297,260,22,biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;sxt genes;sxta,0
sxta and sxtg,stx-producing dinoflagellates,78.99179823922755,12,43.0,2.8234939407954522,420,11,alexandrium;cyanobacteria;dinoflagellates;homologs;involved in stx;producing dinoflagellates;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0
producing dinoflagellates,saxitoxin derivatives,78.97621504219273,11,52.0,2.3631392695042095,2376,10,alexandrium;alexandrium tamarense;dominant toxins;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0
temperature,saxitoxin-producing dinoflagellates,78.9684876624522,11,40.0,2.4090489161249593,1776,13,alexandrium;alexandrium fundyense;dinoflagellates;gonyautoxins;nitrogen;phosphorus;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0
gene expression,saxitoxin biosynthetic,78.94981499646471,8,42.0,1.6829186029253944,330,17,alexandrium;biosynthesis;dinoflagellates;gene cluster;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0
cyanobacteria and dinoflagellates,stx-producing dinoflagellates,78.93997273893467,10,30.0,2.350382192441116,322,17,cyanobacteria;dinoflagellates;evolution;homologs;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0
toxin synthesis,saxitoxin-producing dinoflagellate,78.91976427506194,10,35.0,2.116966916006274,462,16,alexandrium;alexandrium fundyense;alexandrium tamarense;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
alexandrium minutum,saxitoxin biosynthesis gene,78.91624513520142,7,54.0,1.5961233714415797,520,15,biosynthesis;biosynthesis gene;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis,0
evolution,neostx,78.91436032499064,7,50.0,1.3837569561058567,1855,16,alexandrium;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
pyrodinium bahamense,gene cluster,78.87567167360592,9,36.0,1.8495318045047724,775,17,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxta;toxin content;toxin production,0
toxin analogues,origin of saxitoxin,78.87242115061869,8,24.0,1.9741574912758173,364,21,biosynthesis;cyanobacteria;dinoflagellates;gene transfer;horizontal gene;horizontal gene transfer;paralytic shellfish poisoning;saxitoxin,0
biosynthesis,toxins were analyzed,78.86642617963467,9,38.0,2.1093664239709,1183,16,dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;producing dinoflagellate;pst-producing;saxitoxin;toxic species;toxin content,0
dcstx,dominant toxins,78.82844021007463,11,52.0,2.4102821833284294,1332,10,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;presence of c3;saxitoxin;sulfocarbamoyl toxins;toxin composition;toxin content;toxin profile,0
evolution,sulfocarbamoyl toxin,78.82344719694467,9,35.0,1.8441957922940022,1961,17,alexandrium;dinoflagellates;genus alexandrium;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
toxin profile,down-regulated,78.79811305237578,13,39.0,3.180056169922738,1836,10,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;poisoning toxin;pst content;saxitoxin;shellfish poisoning toxin;strains of alexandrium;toxin content;toxin content and composition,0
gonyautoxins,poisoning toxins,78.78567515991499,10,61.0,2.1615747266591363,2001,9,alexandrium;alexandrium minutum;alexandrium ostenfeldii;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium,0
gonyautoxins,shellfish poisoning toxins,78.78567515991499,10,61.0,2.1615747266591363,2001,9,alexandrium;alexandrium minutum;alexandrium ostenfeldii;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;strains of alexandrium,0
stx-producing,saxitoxin biosynthetic,78.77318784067086,9,40.0,1.8754927337492024,540,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta,0
paralytic shellfish toxin profiles,growth and toxin,78.76587884249295,10,50.0,2.153062244434393,744,12,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
shellfish toxin profiles,growth and toxin,78.76587884249295,10,50.0,2.153062244434393,744,12,alexandrium;alexandrium tamarense;gonyautoxins;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
horizontal gene transfer,pst biosynthesis,78.75817566665248,5,34.0,0.9894369178864524,264,23,alexandrium;biosynthesis;dinoflagellates;saxitoxin;sxta,0
phosphorus,cyanobacteria and dinoflagellates,78.74569092021883,8,32.0,1.7543835824727074,1058,19,alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0
alexandrium fundyense,toxin variability,78.72616654785311,11,48.0,2.3739554596243386,1350,11,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0
toxin production,gene copy,78.69274858014757,11,47.0,2.5119350547769432,1500,11,alexandrium;alexandrium minutum;alexandrium spp;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;pyrodinium;saxitoxin;sxta;toxic alexandrium;toxin content,0
nitrogen,non-stx producing,78.69048168694273,7,14.0,1.4837422886128142,650,25,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;sxta;sxtg,0
nitrogen,stx producing,78.69048168694273,7,14.0,1.4837422886128142,650,25,alexandrium;biosynthesis;dinoflagellates;producing dinoflagellates;saxitoxin;sxta;sxtg,0
freshwater cyanobacteria,species of marine dinoflagellates,78.67140658032248,8,22.0,1.65744174318787,220,22,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;sxta,0
alexandrium fundyense,strain of alexandrium,78.66131300079047,8,33.0,1.7018597770130435,450,19,alexandrium;alexandrium tamarense;dinoflagellates;nitrogen;phosphorus;saxitoxin;sxta;toxin production,0
toxin composition,toxin-producing dinoflagellates,78.64861620151919,11,52.0,2.3677204301597303,1200,10,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;toxin content;toxin profile,0
homologs,involved in stx biosynthesis,78.63612217932487,9,31.0,2.0505894664440674,390,18,alexandrium;biosynthesis;dinoflagellates;involved in stx;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;sxtg,0
alexandrium ostenfeldii,growth and toxin production,78.63566981171854,10,46.0,2.1061177109292317,760,13,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin content;toxin production;toxin profile,0
gymnodinium catenatum,fed with the toxic,78.62154538722395,12,46.0,2.6445347710388134,1596,10,alexandrium;alexandrium catenella;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin analogues;toxin composition;toxin profile,0
biosynthesis gene,clade,78.6198943902589,7,51.0,1.4188235054884324,306,16,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
species of marine dinoflagellates,origin of saxitoxin,78.61730737704889,8,22.0,1.7108002424202966,143,22,biosynthesis;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0
cellular toxin,saxitoxin synthesis,78.61720636420182,10,30.0,2.107810452263143,725,17,alexandrium;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta;sxtg;toxin production,0
alexandrium fundyense,saxitoxin biosynthetic,78.60636734690311,8,45.0,1.5985548403403451,750,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0
toxin-producing,saxitoxin analogues,78.51390331658558,10,54.0,2.133215938263332,506,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;saxitoxin;toxin content;toxin profile,0
sxt genes,pst-producing,78.48662620021784,8,40.0,1.7110650106388219,817,17,alexandrium;biosynthesis;dinoflagellates;gymnodinium;gymnodinium catenatum;saxitoxin;sxta;toxic species,0
gymnodinium,involved in stx biosynthesis,78.48205597425203,9,30.0,2.0505894664440674,780,18,alexandrium;biosynthesis;dinoflagellates;involved in stx;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;sxtg,0
producing dinoflagellate,saxitoxin biosynthetic,78.46935912584905,8,45.0,1.5985548403403451,570,16,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta,0
sxta,cellular toxin content,78.44407695595524,8,27.0,1.7812881698275842,1339,20,alexandrium;cellular toxin;dinoflagellates;nitrogen;phosphorus;saxitoxin;toxin content;toxin production,0
freshwater cyanobacteria,stx synthesis,78.41977688298078,12,46.0,2.791751481752453,440,10,alexandrium tamarense;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxt genes;sxta;toxin production,0
alexandrium tamarense,secondary metabolites,78.41651259143259,11,29.0,2.739141848315789,1632,15,biosynthesis;cyanobacteria;cyanobacteria and dinoflagellates;dinoflagellates;genes involved;homologs;paralytic shellfish poisoning;saxitoxin;saxitoxin synthesis;secondary metabolite;sxta,0
alexandrium catenella,sxta4 gene,78.40997788087714,7,45.0,1.557163899810763,649,17,alexandrium;alexandrium pacificum;biosynthesis;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0
producing dinoflagellates,involved in stx biosynthesis,78.39864531925804,9,30.0,2.0505894664440674,660,18,alexandrium;biosynthesis;dinoflagellates;involved in stx;saxitoxin;saxitoxin biosynthesis;sxt genes;sxta;sxtg,0
gene expression,sxta4 gene,78.39323785623057,7,42.0,1.5489023781867681,242,18,alexandrium;biosynthesis;gene cluster;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta,0
biosynthesis,profiles and toxin,78.38468416696493,10,28.0,2.160377507300648,2457,17,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content,0
gymnodinium catenatum,psp toxin profile,78.38425300128516,9,34.0,1.9662959874044645,1064,17,alexandrium;alexandrium minutum;alexandrium tamarense;evolution;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin profile,0
neostx,species of alexandrium,78.37356544704707,12,50.0,2.668756539020198,840,9,alexandrium;alexandrium tamarense;dinoflagellates;genus alexandrium;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin profile,0
toxin-producing,nutrient limitation,78.35559231211133,9,59.0,1.8993044371167171,552,11,alexandrium;dinoflagellates;gonyautoxins;nitrogen;producing dinoflagellates;saxitoxin;toxin content;toxin production;toxin profile,0
toxin composition,toxin biosynthesis,78.32918768255118,8,40.0,1.6903637148432327,675,17,alexandrium;biosynthesis;dinoflagellates;gonyautoxins;phosphorus;saxitoxin;toxin content;toxin production,0
nitrogen limitation,sxta and sxtg,78.29475919935746,7,33.0,1.508563095824542,690,20,alexandrium;dinoflagellates;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin production,0
